pincode,timestamp,severity_Critical,severity_High,severity_Low,severity_Medium,severity_Very Low
500008,13-08-2024 20:30,0,1,0,0,0
500008,13-09-2023 03:42,0,1,0,0,0
500008,13-09-2023 15:35,0,0,0,0,1
500008,13-09-2024 09:07,0,0,1,0,0
500008,13-10-2023 10:22,0,0,0,1,0
500008,13-10-2023 16:41,0,0,0,1,0
500008,13-10-2024 13:10,0,0,1,0,0
500008,13-10-2024 19:41,0,0,0,1,0
500008,13-11-2023 11:01,0,0,1,0,0
500008,13-11-2023 15:51,0,0,1,0,0
500008,13-11-2023 17:07,0,0,0,1,0
500008,13-11-2024 19:22,1,0,0,0,0
500008,13-12-2023 19:22,0,0,1,0,0
500008,13-12-2024 03:11,0,1,0,0,0
500008,14-01-2023 21:45,0,1,0,0,0
500008,14-01-2023 22:22,0,1,0,0,0
500008,14-02-2023 20:22,0,1,0,0,0
500008,14-03-2023 02:20,0,1,0,0,0
500008,14-03-2023 14:04,1,0,0,0,0
500008,14-03-2024 08:15,1,0,0,0,0
500008,14-03-2024 08:58,0,1,0,0,0
500008,14-03-2024 16:00,0,1,0,0,0
500008,14-03-2024 17:20,1,0,0,0,0
500008,14-03-2024 21:47,0,0,1,0,0
500008,14-04-2023 13:21,0,1,0,0,0
500008,14-05-2023 03:46,1,0,0,0,0
500008,14-05-2023 04:59,1,0,0,0,0
500008,14-05-2023 12:40,0,1,0,0,0
500008,14-06-2023 06:41,0,0,0,1,0
500008,14-06-2023 10:46,0,0,0,0,1
500008,14-06-2023 15:08,0,0,0,1,0
500008,14-06-2023 19:15,0,0,0,1,0
500008,14-06-2024 16:32,0,0,0,1,0
500008,14-07-2023 02:02,0,1,0,0,0
500008,14-07-2023 12:57,0,0,1,0,0
500008,14-07-2024 09:16,0,1,0,0,0
500008,14-07-2024 23:10,0,1,0,0,0
500008,14-08-2023 14:12,0,0,0,1,0
500008,14-08-2023 23:27,0,0,0,1,0
500008,14-08-2024 16:35,0,0,0,0,1
500008,14-09-2023 18:12,0,0,0,1,0
500008,14-09-2023 22:33,1,0,0,0,0
500008,14-09-2024 20:36,0,0,0,1,0
500008,14-10-2023 14:28,0,0,0,1,0
500008,14-10-2024 02:04,0,1,0,0,0
500008,14-10-2024 04:04,0,0,0,1,0
500008,14-10-2024 05:15,0,1,0,0,0
500008,14-10-2024 05:19,0,0,0,1,0
500008,14-10-2024 10:20,0,0,1,0,0
500008,14-11-2023 12:32,0,0,0,0,1
500008,14-11-2023 16:39,0,0,0,1,0
500008,14-11-2023 18:44,0,0,1,0,0
500008,14-11-2024 08:39,0,0,0,1,0
500008,14-12-2023 00:20,0,0,0,1,0
500008,14-12-2024 09:21,0,0,0,0,1
500008,14-12-2024 17:05,0,0,1,0,0
500008,14-12-2024 19:29,1,0,0,0,0
500008,14-12-2024 21:30,0,0,1,0,0
500008,15-01-2023 07:30,1,0,0,0,0
500008,15-01-2023 22:23,0,1,0,0,0
500008,15-01-2024 09:28,1,0,0,0,0
500008,15-01-2024 22:21,0,0,0,1,0
500008,15-02-2023 03:45,1,0,0,0,0
500008,15-02-2023 04:22,0,0,0,1,0
500008,15-02-2024 07:18,0,1,0,0,0
500008,15-03-2023 03:14,0,0,0,1,0
500008,15-03-2023 21:36,0,0,0,1,0
500008,15-03-2024 22:49,0,0,0,1,0
500008,15-04-2023 04:54,0,0,0,1,0
500008,15-04-2023 12:53,0,1,0,0,0
500008,15-05-2023 08:01,0,0,0,0,1
500008,15-05-2024 03:09,0,0,0,0,1
500008,15-05-2024 15:55,1,0,0,0,0
500008,15-06-2023 00:46,0,0,1,0,0
500008,15-06-2023 03:26,0,0,1,0,0
500008,15-06-2023 07:33,0,0,1,0,0
500008,15-06-2023 15:42,1,0,0,0,0
500008,15-07-2023 09:48,0,0,0,0,1
500008,15-07-2023 19:39,0,1,0,0,0
500008,15-07-2024 01:18,0,0,0,1,0
500008,15-07-2024 02:31,0,0,0,0,1
500008,15-07-2024 02:42,0,0,0,1,0
500008,15-07-2024 03:05,0,1,0,0,0
500008,15-07-2024 10:39,0,0,1,0,0
500008,15-08-2023 18:59,0,1,0,0,0
500008,15-08-2024 07:23,0,1,0,0,0
500008,15-08-2024 11:28,1,0,0,0,0
500008,15-09-2023 09:17,0,0,0,1,0
500008,15-09-2023 14:13,1,0,0,0,0
500008,15-09-2024 05:15,0,1,0,0,0
500008,15-09-2024 09:04,0,1,0,0,0
500008,15-09-2024 14:46,0,0,0,0,1
500008,15-09-2024 16:53,0,0,0,1,0
500008,15-09-2024 18:56,0,0,0,1,0
500008,15-10-2023 07:02,0,0,1,0,0
500008,15-10-2023 11:32,0,0,1,0,0
500008,15-10-2023 18:04,0,1,0,0,0
500008,15-10-2024 09:11,1,0,0,0,0
500008,15-10-2024 23:06,0,1,0,0,0
500008,15-11-2024 16:31,1,0,0,0,0
500008,15-11-2024 19:56,0,0,0,1,0
500008,15-12-2023 01:20,1,0,0,0,0
500008,15-12-2023 01:52,0,0,0,1,0
500008,15-12-2023 04:28,0,0,0,0,1
500008,15-12-2024 07:51,0,0,0,1,0
500008,15-12-2024 11:21,0,0,0,1,0
500008,16-01-2023 19:14,0,1,0,0,0
500008,16-01-2024 03:40,0,0,0,1,0
500008,16-01-2024 08:18,0,0,0,0,1
500008,16-02-2023 06:31,0,0,0,0,1
500008,16-02-2023 08:31,0,1,0,0,0
500008,16-02-2023 13:26,0,1,0,0,0
500008,16-02-2023 18:24,0,1,0,0,0
500008,16-02-2024 12:56,0,1,0,0,0
500008,16-03-2023 06:03,0,0,0,0,1
500008,16-03-2023 12:04,0,0,0,1,0
500008,16-03-2023 20:03,0,1,0,0,0
500008,16-03-2024 00:50,0,0,1,0,0
500008,16-03-2024 05:57,0,0,0,1,0
500008,16-03-2024 20:41,0,1,0,0,0
500008,16-04-2024 12:02,0,1,0,0,0
500008,16-04-2024 17:06,0,0,0,0,1
500008,16-04-2024 19:40,0,1,0,0,0
500008,16-05-2023 01:04,0,1,0,0,0
500008,16-05-2023 12:47,0,0,0,0,1
500008,16-05-2024 02:08,0,0,0,1,0
500008,16-05-2024 05:13,0,1,0,0,0
500008,16-06-2023 14:28,0,0,1,0,0
500008,16-06-2023 15:50,0,1,0,0,0
500008,16-06-2023 21:38,0,1,0,0,0
500008,16-06-2024 06:46,1,0,0,0,0
500008,16-06-2024 17:10,1,0,0,0,0
500008,16-07-2023 10:15,0,0,1,0,0
500008,16-07-2023 18:34,0,1,0,0,0
500008,16-07-2023 21:08,0,0,0,1,0
500008,16-07-2023 21:44,0,1,0,0,0
500008,16-07-2024 00:46,0,1,0,0,0
500008,16-07-2024 06:03,0,1,0,0,0
500008,16-07-2024 08:50,0,0,0,1,0
500008,16-07-2024 20:37,0,0,0,1,0
500008,16-08-2023 03:17,0,1,0,0,0
500008,16-08-2023 10:49,0,1,0,0,0
500008,16-08-2024 06:51,0,1,0,0,0
500008,16-08-2024 14:30,0,0,0,1,0
500008,16-08-2024 22:57,0,1,0,0,0
500008,16-09-2023 00:32,0,0,0,1,0
500008,16-09-2023 14:21,0,0,1,0,0
500008,16-09-2023 21:30,0,0,0,1,0
500008,16-09-2024 23:39,0,0,0,0,1
500008,16-10-2023 09:13,0,1,0,0,0
500008,16-10-2023 09:42,0,0,0,1,0
500008,16-10-2024 05:40,0,1,0,0,0
500008,16-10-2024 13:52,0,0,1,0,0
500008,16-10-2024 18:39,0,0,0,0,1
500008,16-11-2023 11:29,0,0,1,0,0
500008,16-11-2023 20:31,0,0,0,1,0
500008,16-11-2024 21:44,0,0,0,1,0
500008,16-12-2023 03:05,0,0,1,0,0
500008,16-12-2023 17:18,1,0,0,0,0
500008,16-12-2023 23:29,0,0,0,0,1
500008,16-12-2024 17:41,0,0,0,1,0
500008,17-01-2023 00:38,0,0,0,1,0
500008,17-01-2023 01:52,0,0,0,0,1
500008,17-01-2023 08:48,0,1,0,0,0
500008,17-01-2023 14:20,0,1,0,0,0
500008,17-01-2024 11:50,0,0,0,1,0
500008,17-01-2024 13:01,0,0,0,1,0
500008,17-02-2024 13:07,0,0,1,0,0
500008,17-03-2023 06:33,0,1,0,0,0
500008,17-03-2024 16:51,0,0,0,0,1
500008,17-03-2024 21:32,0,0,0,1,0
500008,17-04-2023 15:33,0,0,1,0,0
500008,17-04-2024 08:43,0,1,0,0,0
500008,17-04-2024 13:56,0,1,0,0,0
500008,17-05-2023 01:01,0,1,0,0,0
500008,17-06-2023 04:23,0,0,0,1,0
500008,17-06-2023 06:08,0,1,0,0,0
500008,17-06-2023 20:28,0,0,0,0,1
500008,17-06-2024 05:38,0,0,0,1,0
500008,17-07-2023 07:28,0,1,0,0,0
500008,17-07-2023 16:31,0,0,0,1,0
500008,17-07-2023 16:48,1,0,0,0,0
500008,17-07-2024 04:04,0,0,0,1,0
500008,17-08-2023 00:50,0,0,1,0,0
500008,17-08-2023 10:55,0,0,0,0,1
500008,17-08-2023 19:52,0,0,0,1,0
500008,17-08-2024 00:31,0,0,1,0,0
500008,17-09-2023 01:39,0,1,0,0,0
500008,17-09-2023 05:16,0,0,0,1,0
500008,17-09-2023 06:10,0,0,0,1,0
500008,17-09-2023 09:28,0,1,0,0,0
500008,17-09-2023 15:19,0,0,0,0,1
500008,17-09-2024 03:20,1,0,0,0,0
500008,17-09-2024 15:04,0,1,0,0,0
500008,17-09-2024 23:00,0,0,0,1,0
500008,17-10-2023 10:05,0,0,1,0,0
500008,17-10-2024 05:33,0,1,0,0,0
500008,17-10-2024 09:51,0,1,0,0,0
500008,17-10-2024 14:32,0,1,0,0,0
500008,17-10-2024 21:23,0,1,0,0,0
500008,17-11-2023 08:02,0,1,0,0,0
500008,17-11-2023 13:22,1,0,0,0,0
500008,17-11-2023 13:25,0,1,0,0,0
500008,17-11-2024 23:27,1,0,0,0,0
500008,18-01-2024 02:47,0,1,0,0,0
500008,18-01-2024 15:26,0,0,0,1,0
500008,18-01-2024 20:00,0,1,0,0,0
500008,18-02-2023 07:01,0,0,1,0,0
500008,18-02-2024 06:16,0,0,0,1,0
500008,18-02-2024 14:23,0,1,0,0,0
500008,18-02-2024 23:32,0,1,0,0,0
500008,18-03-2023 12:52,1,0,0,0,0
500008,18-03-2024 01:42,0,0,0,1,0
500008,18-03-2024 10:08,0,0,0,1,0
500008,18-03-2024 12:45,0,0,0,0,1
500008,18-04-2023 00:54,1,0,0,0,0
500008,18-04-2023 08:34,0,0,0,1,0
500008,18-04-2023 11:00,0,0,0,1,0
500008,18-04-2023 13:30,1,0,0,0,0
500008,18-04-2023 15:09,1,0,0,0,0
500008,18-04-2023 22:18,1,0,0,0,0
500008,18-04-2024 09:51,1,0,0,0,0
500008,18-04-2024 13:16,0,0,0,0,1
500008,18-04-2024 19:41,0,0,0,0,1
500008,18-05-2024 09:54,0,0,1,0,0
500008,18-05-2024 15:04,0,0,0,1,0
500008,18-05-2024 21:29,1,0,0,0,0
500008,18-06-2023 23:12,1,0,0,0,0
500008,18-06-2024 17:57,1,0,0,0,0
500008,18-06-2024 20:44,0,0,1,0,0
500008,18-07-2023 13:10,0,0,0,1,0
500008,18-07-2023 15:53,0,0,0,1,0
500008,18-07-2023 17:14,0,0,1,0,0
500008,18-07-2024 21:47,0,0,0,0,1
500008,18-08-2024 04:47,0,1,0,0,0
500008,18-08-2024 07:50,0,1,0,0,0
500008,18-08-2024 12:28,0,0,0,1,0
500008,18-08-2024 12:53,0,0,0,1,0
500008,18-08-2024 14:34,0,0,0,1,0
500008,18-08-2024 16:02,0,0,1,0,0
500008,18-08-2024 20:29,0,0,1,0,0
500008,18-09-2023 02:41,0,0,0,1,0
500008,18-09-2023 06:17,0,1,0,0,0
500008,18-10-2023 05:39,1,0,0,0,0
500008,18-10-2023 07:29,0,0,0,1,0
500008,18-10-2023 09:21,0,1,0,0,0
500008,18-10-2024 01:38,0,0,0,1,0
500008,18-11-2023 00:23,0,0,0,1,0
500008,18-11-2024 01:42,0,0,0,1,0
500008,18-11-2024 06:35,0,0,0,1,0
500008,18-11-2024 07:11,1,0,0,0,0
500008,18-12-2023 01:04,0,0,0,1,0
500008,18-12-2023 16:43,0,0,0,1,0
500008,18-12-2023 19:35,0,0,1,0,0
500008,18-12-2023 22:30,0,0,0,1,0
500008,18-12-2023 23:37,0,0,0,1,0
500008,18-12-2024 12:33,0,1,0,0,0
500008,19-01-2023 06:05,0,0,0,1,0
500008,19-01-2023 16:45,0,1,0,0,0
500008,19-01-2023 23:46,0,0,0,1,0
500008,19-01-2024 00:34,0,1,0,0,0
500008,19-01-2024 08:48,0,0,0,0,1
500008,19-01-2024 09:50,1,0,0,0,0
500008,19-01-2024 10:02,0,0,0,1,0
500008,19-01-2024 10:08,0,0,0,0,1
500008,19-01-2024 18:02,0,0,0,1,0
500008,19-02-2023 07:49,0,0,0,1,0
500008,19-02-2023 16:40,1,0,0,0,0
500008,19-02-2024 00:41,0,1,0,0,0
500008,19-02-2024 08:26,0,0,0,1,0
500008,19-02-2024 12:52,0,1,0,0,0
500008,19-02-2024 23:02,0,1,0,0,0
500008,19-03-2023 12:15,0,1,0,0,0
500008,19-03-2023 18:34,0,0,0,1,0
500008,19-04-2023 00:40,0,0,0,0,1
500008,19-04-2023 21:13,0,0,0,0,1
500008,19-04-2024 13:58,0,0,1,0,0
500008,19-04-2024 20:54,0,0,0,1,0
500008,19-05-2023 05:42,0,0,1,0,0
500008,19-05-2023 19:51,0,1,0,0,0
500008,19-05-2023 22:27,0,1,0,0,0
500008,19-06-2023 01:13,1,0,0,0,0
500008,19-06-2023 07:39,0,1,0,0,0
500008,19-06-2023 09:47,0,0,0,1,0
500008,19-06-2024 08:22,0,1,0,0,0
500008,19-06-2024 09:22,1,0,0,0,0
500008,19-06-2024 10:41,0,1,0,0,0
500008,19-06-2024 13:41,0,0,1,0,0
500008,19-07-2024 22:48,0,1,0,0,0
500008,19-08-2023 05:56,0,0,0,1,0
500008,19-08-2023 08:18,0,1,0,0,0
500008,19-08-2023 13:53,1,0,0,0,0
500008,19-08-2024 16:55,0,0,0,1,0
500008,19-08-2024 22:21,0,0,0,1,0
500008,19-10-2023 00:52,0,0,0,1,0
500008,19-10-2023 06:24,0,1,0,0,0
500008,19-10-2023 07:01,1,0,0,0,0
500008,19-10-2023 10:24,1,0,0,0,0
500008,19-10-2024 18:05,0,0,0,1,0
500008,19-11-2023 06:42,1,0,0,0,0
500008,19-11-2023 23:30,0,1,0,0,0
500008,19-11-2024 14:34,0,0,0,1,0
500008,19-12-2023 00:49,0,0,1,0,0
500008,19-12-2023 02:03,0,1,0,0,0
500008,19-12-2023 12:00,0,0,0,0,1
500008,19-12-2024 02:49,1,0,0,0,0
500008,20-01-2023 06:03,0,1,0,0,0
500008,20-01-2023 11:02,0,0,1,0,0
500008,20-01-2023 22:57,1,0,0,0,0
500008,20-01-2024 16:06,0,1,0,0,0
500008,20-01-2024 18:15,0,0,0,0,1
500008,20-02-2023 06:33,0,0,0,1,0
500008,20-02-2023 16:53,0,1,0,0,0
500008,20-04-2023 00:06,0,0,0,1,0
500008,20-04-2023 03:25,0,0,0,1,0
500008,20-04-2024 09:07,0,1,0,0,0
500008,20-04-2024 10:36,0,0,0,1,0
500008,20-04-2024 13:54,1,0,0,0,0
500008,20-05-2024 04:26,0,1,0,0,0
500008,20-05-2024 21:49,0,1,0,0,0
500008,20-06-2023 11:15,0,0,0,1,0
500008,20-06-2023 13:54,0,1,0,0,0
500008,20-06-2023 20:23,0,0,1,0,0
500008,20-06-2024 01:40,1,0,0,0,0
500008,20-06-2024 13:15,0,0,1,0,0
500008,20-06-2024 14:10,0,0,0,1,0
500008,20-07-2023 04:57,0,1,0,0,0
500008,20-07-2024 23:11,0,1,0,0,0
500008,20-07-2024 23:43,0,0,0,1,0
500008,20-08-2023 05:51,0,0,0,1,0
500008,20-08-2023 13:49,0,0,1,0,0
500008,20-08-2023 21:23,0,0,0,1,0
500008,20-08-2024 05:31,0,0,0,0,1
500008,20-09-2023 05:05,0,1,0,0,0
500008,20-09-2024 00:58,0,1,0,0,0
500008,20-09-2024 07:40,0,0,0,0,1
500008,20-09-2024 21:47,0,0,0,0,1
500008,20-10-2023 13:37,0,0,0,0,1
500008,20-10-2024 08:57,0,0,0,0,1
500008,20-11-2023 13:47,0,0,1,0,0
500008,20-11-2023 23:18,0,0,0,1,0
500008,20-11-2024 10:40,0,1,0,0,0
500008,20-11-2024 14:31,0,0,0,1,0
500008,20-12-2023 06:18,0,0,1,0,0
500008,20-12-2023 14:23,0,0,1,0,0
500008,20-12-2024 09:40,0,0,0,1,0
500008,20-12-2024 14:47,0,0,0,1,0
500008,20-12-2024 17:49,0,0,0,1,0
500008,21-01-2023 12:46,1,0,0,0,0
500008,21-01-2024 13:22,0,1,0,0,0
500008,21-01-2024 21:00,0,1,0,0,0
500008,21-02-2023 22:18,0,1,0,0,0
500008,21-03-2023 01:53,0,1,0,0,0
500008,21-03-2023 05:00,0,0,0,1,0
500008,21-03-2023 06:05,1,0,0,0,0
500008,21-03-2023 09:24,1,0,0,0,0
500008,21-03-2023 18:06,0,0,0,1,0
500008,21-03-2024 03:11,0,1,0,0,0
500008,21-03-2024 03:24,0,1,0,0,0
500008,21-03-2024 09:20,1,0,0,0,0
500008,21-03-2024 12:35,0,1,0,0,0
500008,21-04-2024 02:57,0,1,0,0,0
500008,21-04-2024 07:16,0,1,0,0,0
500008,21-04-2024 08:52,0,0,0,0,1
500008,21-04-2024 12:00,0,0,1,0,0
500008,21-04-2024 17:37,0,0,0,1,0
500008,21-04-2024 20:23,0,1,0,0,0
500008,21-05-2023 03:31,0,1,0,0,0
500008,21-05-2023 03:38,0,0,0,1,0
500008,21-05-2023 14:50,0,1,0,0,0
500008,21-05-2023 23:57,0,0,0,0,1
500008,21-05-2024 02:14,0,0,1,0,0
500008,21-06-2023 04:02,0,1,0,0,0
500008,21-06-2024 14:01,0,0,0,0,1
500008,21-07-2023 03:00,0,0,0,1,0
500008,21-07-2023 06:07,0,0,0,1,0
500008,21-07-2023 17:47,0,0,0,0,1
500008,21-07-2024 09:35,0,0,0,0,1
500008,21-07-2024 20:15,0,0,0,0,1
500008,21-08-2023 06:29,1,0,0,0,0
500008,21-08-2023 08:14,0,0,0,1,0
500008,21-08-2023 18:37,0,0,0,1,0
500008,21-08-2024 03:52,0,1,0,0,0
500008,21-08-2024 05:27,0,0,0,1,0
500008,21-08-2024 05:30,1,0,0,0,0
500008,21-08-2024 06:34,0,0,0,1,0
500008,21-08-2024 13:47,0,0,0,1,0
500008,21-09-2023 00:54,0,0,0,1,0
500008,21-09-2023 23:43,0,0,0,0,1
500008,21-10-2023 06:25,0,0,0,1,0
500008,21-10-2023 07:11,0,0,1,0,0
500008,21-10-2024 09:49,1,0,0,0,0
500008,21-11-2023 05:22,0,0,0,0,1
500008,21-11-2023 16:44,0,1,0,0,0
500008,21-11-2023 19:05,0,0,0,1,0
500008,21-11-2024 04:03,0,1,0,0,0
500008,21-11-2024 04:34,0,1,0,0,0
500008,21-12-2023 02:59,0,0,0,0,1
500008,21-12-2023 15:21,0,1,0,0,0
500008,21-12-2023 16:51,1,0,0,0,0
500008,21-12-2024 04:28,0,0,1,0,0
500008,21-12-2024 09:59,1,0,0,0,0
500008,22-01-2024 01:47,0,0,0,1,0
500008,22-01-2024 21:25,0,1,0,0,0
500008,22-02-2023 02:23,0,0,1,0,0
500008,22-02-2023 11:09,0,0,0,1,0
500008,22-02-2023 17:33,0,1,0,0,0
500008,22-02-2023 22:11,0,0,0,0,1
500008,22-02-2024 15:52,0,1,0,0,0
500008,22-02-2024 22:01,0,1,0,0,0
500008,22-02-2024 22:32,1,0,0,0,0
500008,22-03-2023 16:02,0,0,1,0,0
500008,22-03-2024 21:26,1,0,0,0,0
500008,22-03-2024 23:03,0,1,0,0,0
500008,22-04-2024 06:00,0,1,0,0,0
500008,22-04-2024 20:10,0,0,0,1,0
500008,22-05-2023 00:35,0,1,0,0,0
500008,22-05-2023 02:19,0,0,0,0,1
500008,22-05-2023 02:39,1,0,0,0,0
500008,22-05-2023 12:28,0,0,1,0,0
500008,22-05-2024 19:24,0,0,0,1,0
500008,22-05-2024 21:59,0,0,0,1,0
500008,22-06-2023 05:22,0,1,0,0,0
500008,22-06-2023 20:46,0,0,0,1,0
500008,22-06-2024 19:33,1,0,0,0,0
500008,22-06-2024 19:36,0,0,0,1,0
500008,22-06-2024 21:01,0,1,0,0,0
500008,22-07-2023 04:24,0,0,0,0,1
500008,22-07-2023 05:42,0,0,0,1,0
500008,22-07-2023 15:22,0,1,0,0,0
500008,22-07-2023 21:27,0,1,0,0,0
500008,22-07-2024 02:02,0,0,1,0,0
500008,22-08-2023 12:18,0,0,0,1,0
500008,22-08-2024 10:14,0,0,0,0,1
500008,22-09-2023 20:51,0,0,1,0,0
500008,22-09-2024 08:07,0,1,0,0,0
500008,22-09-2024 11:07,0,1,0,0,0
500008,22-09-2024 16:36,0,1,0,0,0
500008,22-10-2023 20:29,0,0,0,0,1
500008,22-10-2024 14:29,0,0,0,1,0
500008,22-11-2023 14:54,1,0,0,0,0
500008,22-11-2023 22:29,0,1,0,0,0
500008,22-11-2024 01:32,0,0,0,0,1
500008,22-11-2024 06:12,0,1,0,0,0
500008,22-11-2024 08:02,0,0,0,0,1
500008,22-11-2024 08:57,1,0,0,0,0
500008,22-12-2023 01:40,0,1,0,0,0
500008,22-12-2023 03:19,0,0,0,0,1
500008,22-12-2023 14:23,0,0,1,0,0
500008,22-12-2023 17:22,0,1,0,0,0
500008,23-01-2023 22:04,0,0,1,0,0
500008,23-02-2023 15:00,1,0,0,0,0
500008,23-02-2023 18:32,0,0,0,0,1
500008,23-02-2023 20:53,0,1,0,0,0
500008,23-02-2023 21:20,0,0,0,1,0
500008,23-02-2024 08:44,1,0,0,0,0
500008,23-03-2023 03:02,0,0,0,1,0
500008,23-03-2023 22:21,1,0,0,0,0
500008,23-03-2024 17:59,0,0,0,0,1
500008,23-04-2023 09:23,1,0,0,0,0
500008,23-04-2023 14:29,1,0,0,0,0
500008,23-04-2024 10:58,0,1,0,0,0
500008,23-06-2023 09:55,0,0,0,1,0
500008,23-06-2023 10:14,0,0,0,1,0
500008,23-06-2023 11:36,0,0,0,1,0
500008,23-06-2024 07:26,0,1,0,0,0
500008,23-07-2023 02:55,0,0,0,1,0
500008,23-07-2023 19:41,0,0,0,1,0
500008,23-07-2024 10:00,0,1,0,0,0
500008,23-08-2023 04:44,1,0,0,0,0
500008,23-08-2024 02:11,0,0,0,1,0
500008,23-09-2023 17:58,0,1,0,0,0
500008,23-09-2024 20:56,0,1,0,0,0
500008,23-09-2024 22:25,1,0,0,0,0
500008,23-10-2024 00:28,0,1,0,0,0
500008,23-11-2023 09:42,0,1,0,0,0
500008,23-11-2023 12:18,0,0,0,1,0
500008,23-11-2024 08:56,0,0,0,0,1
500008,23-11-2024 09:36,0,1,0,0,0
500008,23-11-2024 15:08,0,0,0,1,0
500008,23-12-2023 08:17,0,0,0,1,0
500008,23-12-2023 13:52,0,0,0,0,1
500008,23-12-2024 06:27,1,0,0,0,0
500008,23-12-2024 13:53,0,1,0,0,0
500008,23-12-2024 15:48,0,1,0,0,0
500008,24-01-2023 02:20,0,0,0,1,0
500008,24-01-2023 09:14,0,1,0,0,0
500008,24-01-2023 10:17,0,0,0,1,0
500008,24-01-2023 12:26,1,0,0,0,0
500008,24-01-2023 20:31,0,0,0,1,0
500008,24-01-2024 12:57,0,0,1,0,0
500008,24-02-2023 04:45,0,0,0,1,0
500008,24-02-2024 09:20,0,0,1,0,0
500008,24-02-2024 10:21,0,1,0,0,0
500008,24-02-2024 19:37,0,1,0,0,0
500008,24-03-2024 00:38,0,1,0,0,0
500008,24-03-2024 16:29,0,0,0,0,1
500008,24-04-2023 12:43,0,1,0,0,0
500008,24-04-2023 15:32,0,1,0,0,0
500008,24-04-2024 16:00,0,0,0,1,0
500008,24-05-2023 01:49,0,0,1,0,0
500008,24-05-2023 02:27,0,0,0,0,1
500008,24-06-2023 14:17,0,0,0,0,1
500008,24-06-2023 18:04,0,1,0,0,0
500008,24-06-2024 09:14,1,0,0,0,0
500008,24-07-2023 17:56,0,0,0,1,0
500008,24-07-2024 13:13,1,0,0,0,0
500008,24-07-2024 13:28,0,1,0,0,0
500008,24-07-2024 20:26,1,0,0,0,0
500008,24-07-2024 20:28,0,0,1,0,0
500008,24-08-2023 09:21,0,0,0,0,1
500008,24-08-2024 01:23,1,0,0,0,0
500008,24-08-2024 02:26,0,0,0,1,0
500008,24-08-2024 20:24,0,0,0,1,0
500008,24-10-2023 11:12,1,0,0,0,0
500008,24-10-2023 14:18,0,1,0,0,0
500008,24-10-2024 11:34,0,0,0,0,1
500008,24-10-2024 14:30,0,1,0,0,0
500008,24-10-2024 14:44,0,1,0,0,0
500008,24-10-2024 19:57,1,0,0,0,0
500008,24-11-2023 02:26,0,1,0,0,0
500008,24-11-2024 02:32,0,0,1,0,0
500008,24-11-2024 12:59,0,0,0,1,0
500008,24-11-2024 13:51,0,1,0,0,0
500008,24-12-2023 17:24,0,1,0,0,0
500008,24-12-2023 21:43,0,0,0,1,0
500008,24-12-2024 01:15,0,0,0,1,0
500008,24-12-2024 11:41,0,1,0,0,0
500008,24-12-2024 13:40,0,1,0,0,0
500008,25-01-2023 00:47,0,1,0,0,0
500008,25-01-2023 16:56,0,0,0,1,0
500008,25-01-2024 09:16,0,0,0,0,1
500008,25-01-2024 22:56,0,0,0,0,1
500008,25-03-2023 05:11,0,0,1,0,0
500008,25-03-2023 07:34,0,0,1,0,0
500008,25-03-2023 12:14,0,1,0,0,0
500008,25-03-2024 06:21,0,0,0,1,0
500008,25-03-2024 08:18,0,1,0,0,0
500008,25-03-2024 20:00,1,0,0,0,0
500008,25-04-2023 10:24,0,0,1,0,0
500008,25-04-2024 12:42,0,1,0,0,0
500008,25-04-2024 13:07,0,0,0,1,0
500008,25-05-2023 02:09,0,0,1,0,0
500008,25-05-2023 02:33,0,0,0,1,0
500008,25-05-2023 06:40,0,0,0,0,1
500008,25-05-2023 12:50,0,0,0,1,0
500008,25-05-2024 00:05,0,0,0,1,0
500008,25-05-2024 16:54,1,0,0,0,0
500008,25-05-2024 18:24,0,0,0,1,0
500008,25-06-2023 01:52,0,1,0,0,0
500008,25-06-2023 23:59,0,1,0,0,0
500008,25-06-2024 02:25,1,0,0,0,0
500008,25-06-2024 02:47,0,0,0,1,0
500008,25-06-2024 20:58,0,1,0,0,0
500008,25-07-2023 12:51,0,1,0,0,0
500008,25-07-2024 06:12,1,0,0,0,0
500008,25-07-2024 12:29,0,0,0,0,1
500008,25-08-2023 12:39,0,0,0,1,0
500008,25-08-2024 01:36,0,0,1,0,0
500008,25-08-2024 04:21,0,1,0,0,0
500008,25-08-2024 13:57,1,0,0,0,0
500008,25-08-2024 14:27,0,1,0,0,0
500008,25-09-2023 14:13,0,1,0,0,0
500008,25-09-2023 18:01,0,1,0,0,0
500008,25-09-2024 04:09,0,0,0,1,0
500008,25-09-2024 08:07,0,1,0,0,0
500008,25-09-2024 18:10,0,0,0,0,1
500008,25-10-2023 02:32,0,1,0,0,0
500008,25-10-2023 08:23,0,0,0,0,1
500008,25-10-2023 08:55,1,0,0,0,0
500008,25-10-2023 22:21,0,0,0,1,0
500008,25-10-2024 06:11,0,1,0,0,0
500008,25-10-2024 23:24,0,0,0,1,0
500008,25-11-2023 07:37,0,1,0,0,0
500008,25-11-2023 08:39,0,1,0,0,0
500008,25-11-2023 15:12,0,0,0,1,0
500008,25-11-2024 06:07,0,1,0,0,0
500008,25-12-2023 01:48,0,1,0,0,0
500008,25-12-2023 02:45,0,0,0,1,0
500008,25-12-2023 05:41,0,0,0,0,1
500008,25-12-2023 09:30,0,0,0,1,0
